No_,Description,Base Unit of Measure,Gross Weight,Net Weight,Gen_ Prod_ Posting Group,Item Category Code,Fecha creación,Cód_ grupo precio,Unidad medida trabajo,Cód_ formato,Cód_ embalaje,Clave estadistica 1,Clave estadistica 2,Clave estadistica 4,Clave estadistica 5,Unidad medida LM,Categoria WEB 1,Categoria WEB 2,Grosor comercial,formato_Código,formato_Descripción,formato_Largo,formato_Alto,Superficie,formato_Grosor,Grupo_registro_IVA_produto,Unidad medida venta,Situación producto,embalaje_Codigo,Embalaje_Descripcion,Cód formato,Piezas/Caja,M2/Caja,Cajas/Palet,M2/Pallet,MLin/Caja,EAN,Cód. arancelario
PAN50388,P.MULTI 64X143 WORK CENERE 30X60,UN,25.41,25.1,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,MULTIFORMA,UNIDADES,,,APE,WORK,,APE,MULTIFORMA,0,MULTIFORMA,MULTIFORMA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,MULTIFORMA,1,0,"99,999.00",0,0,,94036030
PAN50387,P.MULTI 64X143 WORK CENERE 60X60,UN,25.38,25.07,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,MULTIFORMA,UNIDADES,,,APE,WORK,,APE,MULTIFORMA,0,MULTIFORMA,MULTIFORMA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,MULTIFORMA,1,0,"99,999.00",0,0,,94036030
PAN50396,P.MULTI 64X143 WORK COAL 30X60,UN,24.89,24.63,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,MULTIFORMA,UNIDADES,,,APE,WORK,,APE,MULTIFORMA,0,MULTIFORMA,MULTIFORMA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,MULTIFORMA,1,0,"99,999.00",0,0,,94036030
PAN50395,P.MULTI 64X143 WORK COAL 60X60,UN,24.94,24.68,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,MULTIFORMA,UNIDADES,,,APE,WORK,,APE,MULTIFORMA,0,MULTIFORMA,MULTIFORMA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,MULTIFORMA,1,0,"99,999.00",0,0,,94036030
PAN50394,P.MULTI 64X143 WORK TAUPE 30X60,UN,24.84,24.58,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,MULTIFORMA,UNIDADES,,,APE,WORK,,APE,MULTIFORMA,0,MULTIFORMA,MULTIFORMA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,MULTIFORMA,1,0,"99,999.00",0,0,,94036030
PAN50393,P.MULTI 64X143 WORK TAUPE 60X60,UN,25.36,25.09,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,MULTIFORMA,UNIDADES,,,APE,WORK,,APE,MULTIFORMA,0,MULTIFORMA,MULTIFORMA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,MULTIFORMA,1,0,"99,999.00",0,0,,94036030
SOPO36571,CATALOGO NEOFIFTY,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,31/01/2020,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO36571,49111010
SOPO48306,FOLLETO COLECCION AGATE,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,26/05/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,AGATE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO48306,49111010
SOPO44270,FOLLETO COLECCION ALPEN QUARTZ,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ALPEN QUAR,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44270,49111010
SOPO46312,FOLLETO COLECCION ALPI GREEN,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,23/12/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ALPEN QUAR,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO46312,49111010
SOPO49628,FOLLETO COLECCION AMA 40X120,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,21/09/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,AMA,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49628,49111010
SOPO49389,FOLLETO COLECCION AUGUSTUS,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,29/08/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,AUGUSTUS,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49389,49111010
SOPO49350,FOLLETO COLECCION BRITANNIC,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,22/08/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,BRITANNIC,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49350,49111010
SOPO46560,FOLLETO COLECCION BURLINGTON,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,31/01/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,BURLINGTON,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO46560,49111010
SOPO44275,FOLLETO COLECCION CALACATTA SLOW,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,C. SLOW,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44275,49111010
SOPO48954,"CATALOGO APE ""THE PERFECT INSPIRING MIX""",UN,1.66,1.64,EXPO/PANEL,PUBL-COMP,01/07/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CATA. APE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO48954,49111010
SOPO46324,CATALOGO GENERAL APE 2022,UN,1.66,1.64,EXPO/PANEL,PUBL-COMP,24/12/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CATA. APE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO46324,49111010
SOPO46325,CATALOGO GENERAL CARMEN 2022,UN,1.66,1.64,EXPO/PANEL,PUBL-COMP,24/12/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CATA. APE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO46325,49111010
SOPO42937,CATALOGO GENERAL NEW LINE 2021,UN,1.66,1.64,EXPO/PANEL,PUBL-COMP,17/02/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CATA. APE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO42937,49111010
SOPO46992,CATALOGO GENERAL NEW LINE 2022,UN,1.66,1.64,EXPO/PANEL,PUBL-COMP,22/02/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CATA. APE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO46992,49111010
SOPO46326,CATALOGO NOVEDADES 2022,UN,0.51,0.5,EXPO/PANEL,PUBL-COMP-CATAL,24/12/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CATA. APE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO46326,49111010
SOPO49577,CATALOGO NOVEDADES CERSAIE 22,UN,0.51,0.5,EXPO/PANEL,PUBL-COMP-CATAL,19/09/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CATA. APE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,,49111010
SOPO47315,FOLLETO COLECCION CEPPO,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,21/03/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CEPPO,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO47315,49111010
SOPO49363,FOLLETO COLECCION COLORFUL,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,24/08/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,COLORFUL,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49363,49111010
SOPO44272,FOLLETO COLECCION CROSS,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,CROSS,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44272,49111010
SOPO44971,FOLLETO COLECCION EPOCA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,08/09/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,EPOCA,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44971,49111010
SOPO44273,FOLLETO COLECCION FABLES,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,FABLES,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44273,49111010
SOPO46537,FOLLETO COLECCION FOUR SEASONS,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,21/01/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,FOUR SEASO,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO46537,49111010
SOPO47316,FOLLETO COLECCION GAYA QUARTZITE,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,21/03/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,GAYA QUART,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO47316,49111010
SOPO49283,FOLLETO COLECCION GOLD HARD,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,01/08/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,GOLD HARD,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49283,49111010
SOPO44274,FOLLETO COLECCION GREEK CAPUCCINO,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,GREEK CAPU,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44274,49111010
SOPO47304,FOLLETO COLECCION HIJAU,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,17/03/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,HIJAU,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO47304,49111010
SOPO49351,FOLLETO COLECCION HOSS,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,23/08/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,HOSS,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49351,49111010
SOPO48601,FOLLETO COLECCION ICARO,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,07/06/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ICARO,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO48601,49111010
SOPO47732,FOLLETO COLECCION ILLINOIS,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,26/04/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ILLINOIS,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO47732,49111010
SOPO44255,FOLLETO COLECCION ILLINOIS FRANCIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,20/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ILLINOIS,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44255,49111010
SOPO44253,FOLLETO COLECCION KLEN FRANCIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,20/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,KLEN,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44253,49111010
SOPO48720,FOLLETO COLECCION MAGALLANES,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,16/06/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,MAGALLANES,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO48720,49111010
SOPO48447,FOLLETO COLECCION MEDICEA MARBLE,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,01/06/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,MEDICEA M.,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO48447,49111010
SOPO44463,FOLLETO COLECCION ONYX SLOW,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/06/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ONYX SLOW,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44463,49111010
SOPO44256,FOLLETO COLECCION OREGON FRANCIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,20/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,OREGON,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44256,49111010
SOPO44257,FOLLETO COLECCION ORSAY FRANCIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,20/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ORSAY,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44257,49111010
SOPO47302,FOLLETO COLECCION OXYD JEWEL,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,17/03/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,OXYD JEWEL,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO47302,49111010
SOPO44258,FOLLETO COLECCION PIERRE DE BALI FRANCIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,20/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,PIERRE BAL,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44258,49111010
SOPO49390,FOLLETO COLECCION RAW,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,29/08/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,RAW,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49390,49111010
SOPO47844,FOLLETO COLECCION SEQUOIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,05/05/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,SEQUOIA,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO47844,49111010
SOPO44271,FOLLETO COLECCION STAY,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,STAY,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44271,49111010
SOPO44259,FOLLETO COLECCION STAY FRANCIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,20/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,STAY,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44259,49111010
SOPO37070,CATALOGO STUDIO,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,28/02/2020,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,STUDIO,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO37070,49111010
SOPO44464,FOLLETO COLECCION TONALITY,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/06/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,TONALITY,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44464,49111010
SOPO44260,FOLLETO COLECCION TRIANA FRANCIA,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,20/05/2021,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,TRIANA,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO44260,49111010
SOPO47349,FOLLETO COLECCION VAYTAN,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,23/03/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,VAYTAN,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO47349,49111010
SOPO50797,FOLLETO COLECCION YOHO,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,29/11/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,YOHO,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO50797,49111010
SOPO49367,FOLLETO COLECCION ZUHAUSE,UN,0.05,0.05,EXPO/PANEL,PUBL-COMP-CATAL,25/08/2022,,UN,CATALOGO,UNIDADES,CATALOGO,,APE,ZUHAUSE,,APE,CATALOGO,0,CATALOGO,CATALOGO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,CATALOGO,1,0,"99,999.00",0,0,SOPO49367,49111010
PAN41658,P.EXTERIOR.FOTO-PIERRE DE BALI GENERICO,UN,63.81,61.02,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,EXTERIOR,UNIDADES,,,APE,PIERRE BAL,,APE,EXTERIOR,0,EXTERIOR,EXTERIOR,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,EXTERIOR,1,0,"99,999.00",0,0,,94036030
PAN17707,,UN,0,0,EXPO/PANEL,PUBL-SUB,15/10/2015,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,,94036030
PAN14070,AAAAAAAA,UN,5.37,5.28,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,,94036030
A012215,CAJA ANONIMA 25X40,UN,0,0,CAJAS,CAJAS,###############################################################################################################################################################################################################################################################,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,,9999999999
A012216,CAJA ANONIMA 33X33,UN,0,0,CAJAS,CAJAS,###############################################################################################################################################################################################################################################################,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,,9999999999
A013836,PEINES DECORADOS 20X20 R25,UN,0,0,EMBALAJE,,14/01/2011,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,,9999999999
A014614,PEINES DECORADOS 20x50/60 R10 (0708529),UN,0,0,EMBALAJE,,24/05/2011,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,A014614,9999999999
A023944,PEINES DECORADOS 25X40 R10(0708714),UN,0,0,EMBALAJE,,02/07/2015,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,A0236944,9999999999
A013214,PEINES DECORADOS 25X50 R8,UN,0,0,EMBALAJE,,28/05/2010,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,,9999999999
A022161,PEINES DECORADOS 25X75/85 R6 (0708680),UN,0,0,EMBALAJE,,30/10/2014,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,A022161,9999999999
A014615,PEINES DECORADOS 31X63 R5 (0708501),UN,0,0,EMBALAJE,,24/05/2011,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,,9999999999
A036108,PEINES DECORADOS 33/35x100 R3 (0708847),UN,0,0,EMBALAJE,,26/07/2019,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,A036108,9999999999
A037184,PEINES DECORADOS 40x120 R3 (0708864),UN,0,0,EMBALAJE,,13/02/2020,,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,A037184,9999999999
A037862,ARTICULO MEDIACION CEMENTOS CAPA,UN,0,0,PAV/REV,PAV/REV,27/10/2020,JM,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,A037862,9999999999
A037659,ARTICULO MEDIACION LI&CO (SUIZA),UN,0,0,PAV/REV,PAV/REV,21/09/2020,JM,UN,,UNIDADES,,,,,,,,0,,,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,,1,0,"99,999.00",0,0,A037659,9999999999
A022986,PEINES DECORADOS 20X75 R6 (0708692),UN,0,0,EMBALAJE,,06/03/2015,,UN,20X75,UNIDADES,,,,,,,,0,20X75,20X75,75,20,0.15,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,20X75,1,0,"99,999.00",0,0,,9999999999
A022175,PEINES DECORADOS 28X85 R6 (0708725),UN,0,0,EMBALAJE,,12/11/2014,,UN,28X85,UNIDADES,,,,,,,,0,28X85,28X85,85,28,0.24,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,28X85,1,0,"99,999.00",0,0,,9999999999
A039966,"CAJA ANONIMA BORDE 28X66,5 (EXAGRES)",UN,0,0,CAJAS,OTROS,08/09/2022,,UN,VARIOS,UNIDADES,,,,,,,,0,VARIOS,VARIOS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,VARIOS,1,0,"99,999.00",0,0,,9999999999
A027009,CAJA CARTABON ANÓNIMA 33X33,UN,0,0,CAJAS,OTROS,19/05/2016,JM,UN,VARIOS,UNIDADES,,,,,,,,0,VARIOS,VARIOS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,VARIOS,1,0,"99,999.00",0,0,,9999999999
A027149,CAJA ANONIMA PELDAÑO 33X33 (EXAGRES),UN,0,0,CAJAS,OTROS,08/07/2016,,UN,2500800,UNIDADES,,,,,,,,0,2500800,25X8,8,25,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,2500800,1,0,"99,999.00",0,0,A027149,9999999999
